Borough,Attended_College,Completed_4YRs_College,Sex,Economics_Major,Transportation_to_Work,Employment_Status,Age,Income,Education
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,82,14000,14
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,52,9000,12
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,25,54000,13
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,28,34000,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,34,150000,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,36,120000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,65,28800,12
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,56,2000,14
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,44,38000,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,78,23100,11
Bronx,Yes,Yes,Male,Different Major,Not working,Not in labor force,64,44200,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,34,349000,16
Queens,Yes,Yes,Female,Different Major,Walking,Employed,32,65000,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,75,10300,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,47,19700,11
Queens,Yes,Yes,Female,Different Major,Car,Employed,29,50000,17
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,30,7800,14
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,38,28000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,71,16400,12
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,46,38000,17
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,78,47000,12
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,72,6000,11
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,78,6200,11
Manhattan,Yes,Yes,Male,Yes,Subway,Employed,33,310000,17
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,29,80000,16
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,75,11400,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,75,9600,12
Queens,Yes,Yes,Female,Different Major,Subway,Employed,27,16700,16
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,63,37000,13
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,69,54000,17
Brooklyn,Yes,Yes,Female,Different Major,Bus,Employed,32,25000,16
Bronx,No,No,Female,Didn't Complete College,Bus,Employed,37,15000,11
Bronx,Yes,No,Male,Didn't Complete College,Bus,Employed,43,34000,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,59,0,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,80,18200,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,56,0,11
Bronx,Yes,Yes,Male,Different Major,Subway,Employed,59,60000,16
Bronx,Yes,Yes,Male,Different Major,Car,Employed,31,45000,16
Bronx,Yes,No,Male,Didn't Complete College,Car,Employed,28,8000,13
Brooklyn,Yes,Yes,Female,Different Major,Railroad,Employed,31,47000,16
Brooklyn,Yes,Yes,Female,Different Major,Railroad,Employed,36,50000,16
Queens,No,No,Male,Didn't Complete College,Car,Employed,48,17300,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,2400,11
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,69,68200,17
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,68,115200,14
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,71,22560,11
Queens,Yes,No,Female,Didn't Complete College,Subway,Employed,30,40000,14
Queens,Yes,No,Male,Didn't Complete College,Not working,Employed,28,6500,14
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,69,45700,17
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,65,5000,13
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,44,90000,17
Manhattan,Yes,Yes,Male,Different Major,Bicycle,Employed,43,660000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,25,55000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,25,30000,16
Brooklyn,Yes,Yes,Female,Different Major,Worked from Home,Employed,26,40000,16
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,85,9400,13
Bronx,No,No,Male,Didn't Complete College,Subway,Employed,49,40000,12
Bronx,Yes,No,Female,Didn't Complete College,Subway,Employed,42,34000,14
Brooklyn,Yes,Yes,Female,Different Major,Bicycle,Employed,25,30000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,55,0,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,36,760000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,36,484000,17
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,43,15000,12
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,40,8000,12
Queens,No,No,Male,Didn't Complete College,Bus,Employed,60,23000,11
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,56,57000,12
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,31,0,12
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,59,63000,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,63,65000,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,36,63000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,31,79000,16
Queens,No,No,Female,Didn't Complete College,Railroad,Employed,48,98000,12
Queens,Yes,Yes,Male,Different Major,Railroad,Employed,47,39000,16
Queens,Yes,Yes,Male,Yes,Not working,Not in labor force,72,183400,16
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,71,13400,14
Queens,Yes,No,Male,Didn't Complete College,Not working,Unemployed,67,7300,12
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,70,47200,14
Queens,Yes,Yes,Male,Different Major,Not working,Not in labor force,71,18200,17
Queens,Yes,Yes,Female,Different Major,Not working,Unemployed,50,9500,16
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,72,8000,12
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,48,52000,17
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,60,0,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,30,0,11
Bronx,Yes,No,Female,Didn't Complete College,Car,Employed,54,28000,14
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,74,9000,12
Queens,Yes,Yes,Male,Different Major,Car,Employed,45,220000,17
Queens,Yes,Yes,Female,Different Major,Car,Employed,44,100000,16
Queens,No,No,Male,Didn't Complete College,Car,Employed,57,33100,12
Queens,Yes,Yes,Female,Different Major,Car,Employed,26,27000,16
Queens,No,No,Male,Didn't Complete College,Car,Employed,55,35000,12
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,50,0,14
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,77,98000,17
Queens,Yes,Yes,Female,Different Major,Subway,Employed,28,50000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,28,33900,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,89,21600,11
Queens,No,No,Male,Didn't Complete College,Car,Employed,64,50400,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,62,0,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,30,0,12
Brooklyn,No,No,Female,Didn't Complete College,Bus,Employed,46,20000,12
Queens,Yes,Yes,Male,Different Major,Not working,Employed,67,12600,16
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,63,0,12
Queens,Yes,Yes,Male,Different Major,Worked from Home,Employed,34,43000,17
Queens,Yes,Yes,Male,Different Major,Not working,Not in labor force,32,32900,16
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,69,39500,16
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,77,32400,13
Manhattan,Yes,Yes,Female,Different Major,Not working,Employed,56,661500,17
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,68,80000,14
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,63,8000,12
Queens,Yes,No,Female,Didn't Complete College,Bus,Employed,35,7000,14
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,30,20000,14
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,58,290000,13
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,52,0,16
Queens,Yes,Yes,Male,Different Major,Car,Employed,71,29900,17
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,62,1300,12
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,81,39100,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,81,5000,11
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,66,78000,17
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,58,5020,12
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,25,30000,13
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Employed,58,46500,13
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,59,51000,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,34,17500,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,77,49400,11
Staten Island,Yes,Yes,Male,Different Major,Not working,Employed,41,68000,17
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,41,0,11
Staten Island,No,No,Female,Didn't Complete College,Not working,Employed,54,22000,12
Staten Island,Yes,Yes,Male,Different Major,Car,Employed,47,48000,16
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,34,0,11
Bronx,No,No,Female,Didn't Complete College,Bus,Employed,57,10000,11
Bronx,No,No,Male,Didn't Complete College,Car,Employed,38,18000,12
Bronx,No,No,Female,Didn't Complete College,Bus,Employed,33,5000,12
Bronx,Yes,No,Female,Didn't Complete College,Bus,Employed,32,9000,13
Bronx,Yes,No,Female,Didn't Complete College,Not working,Employed,28,10000,13
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,70,71000,17
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,73,13250,12
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,57,13900,14
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,27,9400,11
Queens,Yes,Yes,Male,Different Major,Bus,Employed,25,14400,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,58,75000,16
Queens,Yes,Yes,Female,Different Major,Railroad,Employed,38,145000,16
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,33,0,12
Queens,No,No,Female,Didn't Complete College,Car,Employed,55,50000,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,76,9000,11
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,43,35080,17
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,58,0,11
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,79,38300,16
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,54,0,14
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,95,14500,12
Manhattan,Yes,Yes,Male,Different Major,Worked from Home,Employed,65,696000,17
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,55,110000,16
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,85,7300,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,57,0,11
Bronx,No,No,Male,Didn't Complete College,Worked from Home,Employed,47,5000,11
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,68,7800,13
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,61,116900,16
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,47,0,12
Bronx,No,No,Female,Didn't Complete College,Not working,Unemployed,50,2400,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,34,10000,13
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,37,16000,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,65,21300,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,70,24200,12
Queens,Yes,Yes,Female,Different Major,Subway,Employed,30,20000,17
Queens,Yes,Yes,Male,Different Major,Subway,Employed,31,70000,16
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,85,7250,16
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,84,7250,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,25,58000,16
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,52,60000,14
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,25,0,14
Queens,Yes,Yes,Female,Different Major,Subway,Employed,31,98400,17
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,77,18900,12
Brooklyn,No,No,Female,Didn't Complete College,Bus,Employed,64,61500,12
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,80,26300,16
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,41,46000,13
Manhattan,Yes,Yes,Male,Different Major,Not working,Employed,36,15000,16
Manhattan,Yes,Yes,Female,Different Major,Ferry,Employed,37,110000,16
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,91,0,11
Queens,Yes,No,Female,Didn't Complete College,Worked from Home,Employed,42,40000,14
Queens,Yes,No,Female,Didn't Complete College,Bus,Employed,41,40000,14
Bronx,Yes,No,Male,Didn't Complete College,Car,Employed,40,51000,14
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,43,0,14
Queens,No,No,Female,Didn't Complete College,Car,Employed,49,12000,11
Queens,No,No,Male,Didn't Complete College,Car,Employed,51,12000,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,77,11600,11
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,37,100000,16
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,37,0,14
Bronx,No,No,Male,Didn't Complete College,Car,Employed,30,54000,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,35,0,12
Bronx,No,No,Male,Didn't Complete College,Car,Employed,30,20000,12
Bronx,Yes,No,Male,Didn't Complete College,Car,Employed,27,40000,13
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,91,10000,12
Bronx,No,No,Female,Didn't Complete College,Railroad,Employed,59,7000,12
Bronx,No,No,Male,Didn't Complete College,Car,Employed,71,13500,12
Bronx,No,No,Female,Didn't Complete College,Car,Employed,59,10000,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,40,665000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,34,80000,16
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,40,20000,16
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,41,0,14
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,27,110000,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,55,0,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,25,0,11
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,34,50000,12
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,54,147030,12
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,57,84000,17
Queens,Yes,Yes,Female,Yes,Subway,Employed,30,70000,16
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,30,72000,13
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,33,70000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,35,100000,17
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,60,14600,14
Queens,Yes,Yes,Female,Different Major,Car,Employed,46,42000,16
Bronx,Yes,No,Female,Didn't Complete College,Not working,Employed,30,27700,13
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,55,26200,16
Brooklyn,Yes,Yes,Male,Different Major,Bicycle,Employed,27,75000,16
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,65,74500,14
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,64,95500,17
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,63,5800,11
Queens,Yes,Yes,Female,Different Major,Car,Employed,30,21700,17
Queens,Yes,Yes,Male,Different Major,Subway,Employed,35,70000,16
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,68,24000,14
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,88,12400,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,82,25200,12
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,28,45000,13
Queens,Yes,Yes,Female,Different Major,Car,Employed,32,13000,16
Bronx,Yes,No,Male,Didn't Complete College,Walking,Employed,27,23700,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,64,500,11
Queens,Yes,Yes,Female,Different Major,Car,Employed,76,210000,17
Queens,Yes,No,Male,Didn't Complete College,Walking,Employed,78,30900,13
Queens,No,No,Male,Didn't Complete College,Car,Employed,48,60000,12
Queens,Yes,Yes,Female,Different Major,Car,Employed,36,96000,16
Queens,No,No,Female,Didn't Complete College,Subway,Employed,36,7000,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,29,46000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,30,32300,16
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,29,38000,13
Queens,Yes,No,Male,Didn't Complete College,Subway,Employed,57,130000,14
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,52,40000,14
Queens,Yes,Yes,Female,Different Major,Car,Employed,27,31000,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,25,51000,16
